source.uri,con_name,country,lang-name,language,Political-Alignment,wiki-url,Cultural-Class,Economic-Class,Continent-name,Continent,Religions,2019Rank-From,SafetyandSecurity,PersonalFreedom,Governance,SocialCapital,InvestmentEnvironment,EnterpriseConditions,MarketAccessandInfrastructure,EconomicQuality,LivingConditions,Health,Education,NaturalEnvironment,PowerDistance,Individualism,Masculinity,UncertaintyAvoidance,LongTermOrientation,Indulgence,economicblocs-name,economicblocs,militarydefenseblocs-name,militarydefenseblocs,politicalregionalblocs-name,politicalregionalblocs,linguisticblocs-name,linguisticblocs
indaily.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
inpress.ua,Australia,AU,English,eng,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
lifehacker.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
maitlandmercury.com.au,Australia,AU,English,eng,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
musicfeeds.com.au,Australia,AU,English,eng,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
newidea.com.au,Australia,AU,English,eng,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
news.shm.com.cn,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
perthnow.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
racing-1.com,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
sbs.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
sciencealert.com,Australia,AU,English,eng,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
seychellesnewsagency.com,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
sheppnews.com.au,Australia,AU,English,eng,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
standard.net.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
stockandland.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
sunraysiadaily.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
tenplay.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
theadvocate.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
theconversation.com,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
theherald.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
theland.com.au,Australia,AU,English,eng,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
theleader.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
themandarin.com.au,Australia,AU,English,eng,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
themercury.com,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
themercury.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
thenewdaily.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
theroar.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
townsvillebulletin.com.au,Australia,AU,English,eng,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
treasuryandrisk.com,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
truth-out.org,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
tv1.ba,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
tvweek.com,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
warwickdailynews.com.au,Australia,AU,English,eng,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
watoday.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
wwos.nine.com.au,Australia,AU,,,,,C4,C2,Australia,AU,Christian,15,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,high,low,high,,,,,Pacific Islands Forum (PIF),PIF,English-speaking,Eng
montrealgazette.com,Canada,CA,English,eng,Canadian-federalism-Conservatism,https:en.wikipedia.orgwikiMontreal_Gazette,C4,C2,North-America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
cbc.canews,Canada,CA,,,Center,ChatGPT,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
ctvnews.ca,Canada,CA,,,Center,ChatGPT,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
https:globalnews.ca,Canada,CA,,,Center,ChatGPT,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
thetelegram.com,Canada,CA,,,Center,https:en.wikipedia.orgwikiThe_Telegram,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
macleans.ca,Canada,CA,,,Center-left,ChatGPT,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
rebelnews.com,Canada,CA,,,Center-left,ChatGPT,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
ottawacitizen.com,Canada,CA,English,eng,Center-right,https:en.wikipedia.orgwikiOttawa_Citizen,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
theglobeandmail.com,Canada,CA,,,Center-right,ChatGPT,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
https:nationalpost.com,Canada,CA,,,Conservative,ChatGPT,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
thepostmillennial.com,Canada,CA,English,eng,Conservative,https:en.wikipedia.orgwikiThe_Post_Millennial,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
sherbrooktimes.com,Canada,CA,,,Conservative-Liberal,https:en.wikipedia.orgwikiThe_Record_(Sherbrooke),C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
huffingtonpost.ca,Canada,CA,,,Liberal,ChatGPT,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
thestar.com,Canada,CA,,,Liberal,ChatGPT,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
https:thetyee.ca,Canada,CA,,,Progressive,ChatGPT,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
media1.ledevoir.com,Canada,CA,,,Quebec-nationalism-Quebec-independence-Social-democracy,https:en.wikipedia.orgwikiLe_Devoir,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
abbynews.com,Canada,CA,English,eng,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
acadienouvelle.com,Canada,CA,French,fre,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
advisor.ca,Canada,CA,English,eng,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
affaires.lapresse.ca,Canada,CA,French,fre,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
agoramagazine.it,Canada,CA,,,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
albernivalleynews.com,Canada,CA,English,eng,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
ashcroftcachecreekjournal.com,Canada,CA,English,eng,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
atlantic.ctvnews.ca,Canada,CA,,,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
barrierestarjournal.com,Canada,CA,English,eng,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
bc.ctvnews.ca,Canada,CA,,,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
blogto.com,Canada,CA,,,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
brandonsun.com,Canada,CA,,,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
burnabynow.com,Canada,CA,,,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
burnslakelakesdistrictnews.com,Canada,CA,,,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
business-panorama.de,Canada,CA,,,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
calgaryherald.com,Canada,CA,,,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
cambridgetimes.ca,Canada,CA,,,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
campbellrivermirror.com,Canada,CA,,,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
canadianbusiness.com,Canada,CA,English,eng,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
cbc.ca,Canada,CA,,,,,C4,C2,North America,NA,Christian,13,best,best,best,best,best,best,best,best,best,best,best,best,low,high,high,low,low,high,North American Free Trade Agreement (NAFTA),NAFTA,North Atlantic Treaty Organization (NATO),NATO,,,English-speaking,Eng
